Date,Open,High,Low,Close,Volume
Mon May  3 19:00:00 2021,57171.61,57458.08,56741.5,57361.46,141.88392426
Mon May  3 20:00:00 2021,57326.43,57517.3,56990.0,57222.37,231.27704563
Mon May  3 21:00:00 2021,57227.64,57250.85,54653.74,55350.58,385.34579532
Mon May  3 22:00:00 2021,55313.52,55872.8,55139.62,55729.68,343.56594126
Mon May  3 23:00:00 2021,55706.52,56020.2,55500.0,55727.23,169.49182444
Tue May  4 00:00:00 2021,55711.89,55989.26,55231.65,55475.23,125.07186982
Tue May  4 01:00:00 2021,55441.31,55929.29,55251.91,55863.43,162.07007636
Tue May  4 02:00:00 2021,55861.08,56316.38,55813.23,56038.45,167.47077007
Tue May  4 03:00:00 2021,56052.01,56221.25,55905.49,56135.46,96.19921959
Tue May  4 04:00:00 2021,56142.78,56408.1,55901.16,55946.32,151.93948879
Tue May  4 05:00:00 2021,55953.74,56036.47,55562.44,55764.94,202.42192195
Tue May  4 06:00:00 2021,55755.69,56401.0,55755.69,56098.06,147.78157904
Tue May  4 07:00:00 2021,56154.66,56673.42,56154.66,56466.04,156.44174179
Tue May  4 08:00:00 2021,56463.94,56465.49,55911.88,56200.49,229.94237695
Tue May  4 09:00:00 2021,56200.49,56329.65,55508.94,56060.45,258.31248015
Tue May  4 10:00:00 2021,56051.35,56153.24,55255.3,55500.0,293.69940925
Tue May  4 11:00:00 2021,55477.02,55579.05,54477.01,54856.63,542.66242303
Tue May  4 12:00:00 2021,54840.0,54990.1,53479.82,53851.38,473.21770098
Tue May  4 13:00:00 2021,53827.72,54336.35,53259.0,53852.4,316.41895651
Tue May  4 14:00:00 2021,53852.48,54347.37,53779.06,54220.85,171.54584451
Tue May  4 15:00:00 2021,54220.12,54788.35,54060.71,54617.57,165.85199997
Tue May  4 16:00:00 2021,54560.29,54670.27,54300.0,54594.15,147.48483239
Tue May  4 17:00:00 2021,54603.47,54882.7,53975.95,54763.94,102.87924191
Tue May  4 18:00:00 2021,54814.79,54816.49,54235.81,54415.41,538.48978409
Tue May  4 19:00:00 2021,54456.4,54482.43,53530.4,54115.4,163.16972407
Tue May  4 20:00:00 2021,54104.39,54350.9,53080.69,53236.84,235.7190169
Tue May  4 21:00:00 2021,53221.75,54889.25,52924.5,54566.89,247.34930697
Tue May  4 22:00:00 2021,54586.4,55097.0,54586.4,54777.67,159.13201085
Tue May  4 23:00:00 2021,54750.0,55450.02,54680.77,55091.54,222.47195855
Wed May  5 00:00:00 2021,55106.43,55267.03,54769.2,54825.55,221.90727671
Wed May  5 01:00:00 2021,54822.49,55301.0,54456.87,54585.92,148.27263471
Wed May  5 02:00:00 2021,54578.43,54946.43,54314.31,54746.15,116.24958386
Wed May  5 03:00:00 2021,54735.79,54773.8,53980.14,54464.66,151.47072739
Wed May  5 04:00:00 2021,54473.15,55104.1,54345.57,54871.88,102.23451149
Wed May  5 05:00:00 2021,54909.17,55589.33,54752.67,55491.05,171.58155325
Wed May  5 06:00:00 2021,55490.53,55541.25,55125.24,55411.54,140.0508874
Wed May  5 07:00:00 2021,55416.62,55859.0,55115.21,55684.22,182.91008381
Wed May  5 08:00:00 2021,55693.23,55695.28,55035.46,55158.85,151.92984402
Wed May  5 09:00:00 2021,55172.01,55805.36,55083.32,55649.29,170.44053376
Wed May  5 10:00:00 2021,55619.85,56336.73,55594.33,56334.75,381.74048201
Wed May  5 11:00:00 2021,56328.54,57108.36,55750.1,57084.96,538.10994302
Wed May  5 12:00:00 2021,57057.55,57769.17,56994.9,57660.19,594.56928376
Wed May  5 13:00:00 2021,57700.0,57976.62,57313.92,57455.13,460.76201079
Wed May  5 14:00:00 2021,57470.43,57750.0,57290.73,57343.71,127.07503382
Wed May  5 15:00:00 2021,57342.89,57584.67,57057.65,57346.77,243.04609159
Wed May  5 16:00:00 2021,57371.49,57577.45,57097.8,57186.27,269.79740343
Wed May  5 17:00:00 2021,57166.9,57289.48,56570.88,56898.27,372.78777156
Wed May  5 18:00:00 2021,56887.85,57000.0,56720.78,56852.03,95.9645247
Wed May  5 19:00:00 2021,56859.07,57643.86,56795.69,57179.5,117.91501069
Wed May  5 20:00:00 2021,57178.34,57560.2,57030.55,57509.93,116.78941294
Wed May  5 21:00:00 2021,57517.08,57644.59,56615.64,57009.57,169.61193818
Wed May  5 22:00:00 2021,56945.07,57306.83,56602.61,56911.13,195.23426994
Wed May  5 23:00:00 2021,56892.54,57228.75,56763.37,57084.12,77.89099851
Thu May  6 00:00:00 2021,57098.94,57098.94,56697.57,56856.81,66.3349891
Thu May  6 01:00:00 2021,56845.5,57616.08,56779.51,56997.2,119.41749607
Thu May  6 02:00:00 2021,57008.39,57433.22,56833.09,57237.16,74.49692811
Thu May  6 03:00:00 2021,57233.09,57233.09,56516.51,56670.17,176.13042712
Thu May  6 04:00:00 2021,56674.14,56951.35,56408.47,56919.38,100.83039296
Thu May  6 05:00:00 2021,56897.48,57258.93,56861.37,56973.8,84.73519719
Thu May  6 06:00:00 2021,56987.07,57391.21,56825.29,57298.67,61.67512604
Thu May  6 07:00:00 2021,57291.4,58420.83,57181.24,58045.83,427.71059459
Thu May  6 08:00:00 2021,58045.67,58200.0,57739.21,58058.8,230.42957759
Thu May  6 09:00:00 2021,58073.3,58156.01,57535.46,57694.93,148.16744507
Thu May  6 10:00:00 2021,57694.94,57806.7,57102.87,57334.23,210.44910152
Thu May  6 11:00:00 2021,57350.76,57475.26,56940.08,57231.57,235.17083318
Thu May  6 12:00:00 2021,57231.49,57445.03,56852.1,57165.69,459.68502416
Thu May  6 13:00:00 2021,57172.13,57528.33,56665.0,56790.32,190.04515977
Thu May  6 14:00:00 2021,56786.03,57155.14,56786.03,56881.93,94.67337845
Thu May  6 15:00:00 2021,56863.17,57039.46,55336.17,55774.29,904.63669777
Thu May  6 16:00:00 2021,55775.12,56400.0,55283.0,56180.86,528.56480687
Thu May  6 17:00:00 2021,56190.29,56312.89,55727.51,55961.65,161.16746
Thu May  6 18:00:00 2021,55961.65,56582.21,55933.56,56353.89,210.82467257
Thu May  6 19:00:00 2021,56308.22,56608.13,56226.13,56563.08,61.53743743
Thu May  6 20:00:00 2021,56543.73,56847.6,56306.38,56447.39,154.81321912
Thu May  6 21:00:00 2021,56425.82,57125.72,56062.21,56424.27,269.6427918
Thu May  6 22:00:00 2021,56436.2,56586.9,55944.24,56215.22,169.50458909
Thu May  6 23:00:00 2021,56194.48,56423.91,55527.72,55872.54,170.36295665
Fri May  7 00:00:00 2021,55869.85,56165.08,55509.42,55761.98,106.70286821
Fri May  7 01:00:00 2021,55724.8,55951.32,55288.11,55853.83,105.73666516
Fri May  7 02:00:00 2021,55833.93,56142.58,55762.81,55852.89,72.46860032
Fri May  7 03:00:00 2021,55854.5,56249.9,55710.0,56171.8,126.75419927
Fri May  7 04:00:00 2021,56187.12,56330.1,55734.87,55817.31,148.20717334
Fri May  7 05:00:00 2021,55826.84,56207.63,55614.73,56161.9,105.33167384
Fri May  7 06:00:00 2021,56157.15,56519.17,56068.9,56267.66,226.1798758
Fri May  7 07:00:00 2021,56284.44,56717.49,56284.44,56478.77,76.38137389
Fri May  7 08:00:00 2021,56469.61,56840.0,56264.68,56493.0,168.6800658
Fri May  7 09:00:00 2021,56538.3,57668.44,56281.91,57520.13,262.11017903
Fri May  7 10:00:00 2021,57557.42,57750.0,56927.9,57053.66,171.5286612
Fri May  7 11:00:00 2021,57068.63,57265.48,56778.0,57190.33,351.15285697
Fri May  7 12:00:00 2021,57201.05,57699.22,57112.63,57605.07,239.19051566
Fri May  7 13:00:00 2021,57627.89,58375.66,57224.13,58375.66,224.21811194
Fri May  7 14:00:00 2021,58375.66,58743.85,58064.99,58164.59,320.24173566
Fri May  7 15:00:00 2021,58177.88,58180.0,57720.0,57941.95,216.84817761
Fri May  7 16:00:00 2021,57952.02,58056.8,57490.31,57648.3,206.68833255
Fri May  7 17:00:00 2021,57643.47,58154.46,57442.92,57697.49,190.52577221
Fri May  7 18:00:00 2021,57704.0,57704.18,57170.8,57444.71,113.80544742
Fri May  7 19:00:00 2021,57460.68,57642.93,56800.0,57073.57,125.19957511
Fri May  7 20:00:00 2021,57089.03,57452.53,57062.74,57381.73,67.24734571
Fri May  7 21:00:00 2021,57371.02,57857.21,56977.5,57798.8,76.3911283
Fri May  7 22:00:00 2021,57799.13,57882.76,57519.97,57647.44,82.99569167
Fri May  7 23:00:00 2021,57654.78,58378.0,57604.49,58362.69,126.78528808
Sat May  8 00:00:00 2021,58357.69,58483.22,58064.5,58193.77,116.29769942
Sat May  8 01:00:00 2021,58161.92,58665.65,58034.26,58142.34,75.54941611
Sat May  8 02:00:00 2021,58119.8,58119.8,57870.0,57953.07,59.15876477
Sat May  8 03:00:00 2021,57955.29,58066.6,57576.34,57840.88,81.16403673
Sat May  8 04:00:00 2021,57821.68,58619.05,57664.99,58549.72,145.2619984
Sat May  8 05:00:00 2021,58564.73,59417.4,58564.24,58948.53,349.34215248
Sat May  8 06:00:00 2021,58983.51,59251.0,58699.16,58859.52,111.95946932
Sat May  8 07:00:00 2021,58886.0,58977.14,58417.0,58618.66,73.64039976
Sat May  8 08:00:00 2021,58640.67,58911.9,58496.9,58660.25,69.88460033
Sat May  8 09:00:00 2021,58650.85,59152.55,58331.62,58910.12,171.75202652
Sat May  8 10:00:00 2021,58937.03,59501.0,58778.27,58900.0,304.55574008
Sat May  8 11:00:00 2021,58885.0,59123.44,58700.8,59000.0,162.03281066
Sat May  8 12:00:00 2021,59000.0,59000.0,57601.37,57689.29,185.73206047
Sat May  8 13:00:00 2021,57709.28,58606.3,57709.28,58450.06,102.77127634
Sat May  8 14:00:00 2021,58500.0,59080.03,58227.89,59042.12,146.90886392
Sat May  8 15:00:00 2021,59017.67,59367.49,59010.9,59170.18,134.55980991
Sat May  8 16:00:00 2021,59173.05,59406.48,58986.0,59149.79,66.77665558
Sat May  8 17:00:00 2021,59093.68,59564.24,58828.32,59013.54,85.14696042
Sat May  8 18:00:00 2021,59023.98,59182.75,58748.76,58894.68,91.400774
Sat May  8 19:00:00 2021,58882.06,59155.87,58572.24,58648.84,64.90515071
Sat May  8 20:00:00 2021,58612.26,58984.75,58570.0,58984.75,44.02067958
Sat May  8 21:00:00 2021,58964.89,59144.77,58574.54,58615.83,73.07316489
Sat May  8 22:00:00 2021,58614.61,59300.62,58434.1,59192.91,82.47032517
Sat May  8 23:00:00 2021,59215.53,59220.45,58596.43,58720.56,78.63458705
Sun May  9 00:00:00 2021,58658.92,59103.99,58494.6,58673.39,136.31002442
Sun May  9 01:00:00 2021,58673.38,58925.51,57852.36,58207.5,396.22930816
Sun May  9 02:00:00 2021,58193.47,58618.12,57981.23,58486.17,84.8908468
Sun May  9 03:00:00 2021,58490.28,58629.18,58285.39,58378.2,68.23862582
Sun May  9 04:00:00 2021,58387.21,58390.19,57765.53,58011.14,100.40244937
Sun May  9 05:00:00 2021,58011.14,58278.18,57866.02,58185.32,89.42777108
Sun May  9 06:00:00 2021,58169.4,58395.24,57631.69,57980.57,91.40790595
Sun May  9 07:00:00 2021,57967.17,58054.87,57518.96,58032.53,108.73186198
Sun May  9 08:00:00 2021,57971.58,58203.23,57893.52,57951.63,66.87025915
Sun May  9 09:00:00 2021,57916.7,57985.41,56256.0,56426.85,360.24068803
Sun May  9 10:00:00 2021,56465.45,57357.75,56434.41,57262.95,177.13261215
Sun May  9 11:00:00 2021,57255.52,57504.16,57178.66,57202.81,108.4822736
Sun May  9 12:00:00 2021,57202.81,57471.64,57056.32,57423.49,80.71043244
Sun May  9 13:00:00 2021,57434.89,57917.08,57369.98,57644.65,58.73749214
Sun May  9 14:00:00 2021,57667.35,57696.44,57344.8,57524.26,34.41549236
Sun May  9 15:00:00 2021,57548.65,57724.41,57276.4,57507.93,38.33115226
Sun May  9 16:00:00 2021,57517.81,57637.19,57121.25,57352.77,57.48126898
Sun May  9 17:00:00 2021,57345.42,58000.0,57287.72,57958.14,84.65529199
Sun May  9 18:00:00 2021,57965.27,58243.29,57886.62,58103.51,73.88355731
Sun May  9 19:00:00 2021,58103.51,58296.32,57926.47,58014.1,81.36571275
Sun May  9 20:00:00 2021,58033.94,58500.82,58029.3,58305.24,57.50251552
Sun May  9 21:00:00 2021,58336.16,58934.41,58102.91,58934.41,95.69305227
Sun May  9 22:00:00 2021,58931.3,59078.99,58693.6,58778.96,113.57508206
Sun May  9 23:00:00 2021,58845.17,59154.25,58715.98,59041.55,154.5235213
Mon May 10 00:00:00 2021,59090.6,59496.97,59004.52,59416.48,210.52167938
Mon May 10 01:00:00 2021,59434.7,59603.0,59064.37,59264.95,134.60085772
Mon May 10 02:00:00 2021,59276.52,59500.48,58762.79,59123.05,182.36002276
Mon May 10 03:00:00 2021,59135.64,59260.0,58818.05,58909.56,174.82228725
Mon May 10 04:00:00 2021,58900.0,59024.76,58407.81,58409.59,203.1306242
Mon May 10 05:00:00 2021,58435.16,58644.07,58086.23,58456.4,133.82955148
Mon May 10 06:00:00 2021,58444.19,58648.38,57828.39,57983.08,180.60500397
Mon May 10 07:00:00 2021,57983.12,58250.0,57650.0,57948.97,126.92196667
Mon May 10 08:00:00 2021,57929.32,58378.98,57399.33,58195.8,160.14586021
Mon May 10 09:00:00 2021,58183.34,58346.4,57618.7,57756.61,335.20251845
Mon May 10 10:00:00 2021,57697.79,58036.18,57552.23,57805.35,415.15977806
Mon May 10 11:00:00 2021,57736.96,57758.3,56917.7,56928.75,309.72584809
Mon May 10 12:00:00 2021,56916.13,58431.7,56754.34,58362.94,176.28397859
Mon May 10 13:00:00 2021,58388.59,58663.85,57628.94,57674.72,128.74730533
Mon May 10 14:00:00 2021,57631.1,57730.63,56925.77,57041.4,174.92198545
Mon May 10 15:00:00 2021,57023.93,57251.01,56480.0,56792.24,395.49818656
Mon May 10 16:00:00 2021,56792.24,57025.0,55555.88,55694.85,576.37859719
Mon May 10 17:00:00 2021,55694.85,55694.86,53500.0,55307.46,1229.07165085
Mon May 10 18:00:00 2021,55274.79,55899.0,55113.23,55748.94,519.46966796
Mon May 10 19:00:00 2021,55734.02,56300.9,55500.0,56300.9,231.13319877
Mon May 10 20:00:00 2021,56286.89,56300.38,55555.5,55880.72,227.10491573
Mon May 10 21:00:00 2021,55854.43,56466.35,55494.58,55540.0,178.75110944
Mon May 10 22:00:00 2021,55551.07,55884.84,55111.61,55592.06,156.26960042
Mon May 10 23:00:00 2021,55645.4,55974.53,54571.25,54667.47,224.58543502
Tue May 11 00:00:00 2021,54666.04,55301.0,54500.0,55182.38,167.79334894
Tue May 11 01:00:00 2021,55151.94,55601.57,55044.46,55343.81,100.35042825
Tue May 11 02:00:00 2021,55448.37,55513.84,54638.87,54852.18,151.19152761
Tue May 11 03:00:00 2021,54810.19,55899.3,54780.2,55776.87,385.56652429
Tue May 11 04:00:00 2021,55759.16,56001.3,55483.26,55761.38,185.63177393
Tue May 11 05:00:00 2021,55809.54,55913.5,55210.05,55386.24,105.32966804
Tue May 11 06:00:00 2021,55386.24,56069.0,55386.24,55996.66,109.41304734
Tue May 11 07:00:00 2021,55983.71,56293.8,55813.35,55897.35,169.13682254
Tue May 11 08:00:00 2021,55923.33,56063.02,55220.0,55285.14,161.08953154
Tue May 11 09:00:00 2021,55273.82,55478.48,54833.67,55437.53,250.12319077
Tue May 11 10:00:00 2021,55448.66,55822.49,54952.94,55769.94,260.29569898
Tue May 11 11:00:00 2021,55819.66,56044.94,55575.87,55764.05,327.3439751
Tue May 11 12:00:00 2021,55754.93,56243.66,55621.05,56097.2,130.43575386
Tue May 11 13:00:00 2021,56123.68,56582.45,55233.55,56064.44,263.47525363
Tue May 11 14:00:00 2021,56064.16,56577.78,55989.96,56478.33,111.66718638
Tue May 11 15:00:00 2021,56509.21,56764.6,56322.46,56458.25,116.03516036
Tue May 11 16:00:00 2021,56460.43,56953.56,56409.0,56729.69,139.94061094
Tue May 11 17:00:00 2021,56724.25,56962.04,56568.7,56913.64,185.27818408
Tue May 11 18:00:00 2021,56928.79,56972.33,56397.29,56580.74,141.17757685
Tue May 11 19:00:00 2021,56616.38,56713.67,56425.09,56489.09,96.66985419
Tue May 11 20:00:00 2021,56513.7,56845.0,56296.56,56763.7,85.61780679
Tue May 11 21:00:00 2021,56763.7,57420.25,56643.71,57420.25,159.12785582
Tue May 11 22:00:00 2021,57411.08,57424.54,56995.95,57131.98,121.87032224
Tue May 11 23:00:00 2021,57128.15,57411.53,57021.2,57228.78,97.04802338
Wed May 12 00:00:00 2021,57243.06,57943.7,57062.24,57808.45,212.83002878
Wed May 12 01:00:00 2021,57859.69,58021.26,57366.71,57424.73,113.79101951
Wed May 12 02:00:00 2021,57431.63,57559.17,57228.52,57293.3,76.14627984
Wed May 12 03:00:00 2021,57304.94,57409.28,57000.0,57088.66,101.95535731
Wed May 12 04:00:00 2021,57087.58,57308.44,56950.36,57183.14,100.84279668
Wed May 12 05:00:00 2021,57156.67,57234.79,56693.32,56981.75,124.59205933
Wed May 12 06:00:00 2021,56981.72,57263.92,56810.43,56925.44,62.32209718
Wed May 12 07:00:00 2021,56925.81,56925.81,56048.0,56079.64,128.1659614
Wed May 12 08:00:00 2021,56096.63,56578.25,56082.65,56481.9,87.68575373
Wed May 12 09:00:00 2021,56511.25,56708.63,56255.82,56407.71,235.28576183
Wed May 12 10:00:00 2021,56370.7,56941.98,55869.58,56873.84,203.80663162
Wed May 12 11:00:00 2021,56878.68,57000.0,56084.06,56124.29,267.26370808
Wed May 12 12:00:00 2021,56089.83,56200.0,55345.0,55514.74,328.62779017
Wed May 12 13:00:00 2021,55514.74,55701.0,54401.16,55050.7,439.39298883
Wed May 12 14:00:00 2021,55016.84,55334.03,54761.3,54906.99,185.07252658
Wed May 12 15:00:00 2021,54930.54,55189.01,53579.43,54125.46,570.90787108
Wed May 12 16:00:00 2021,54114.29,54562.4,53555.0,54496.28,290.00662033
Wed May 12 17:00:00 2021,54469.85,54704.58,54032.08,54462.79,163.07193028
Wed May 12 18:00:00 2021,54436.67,54809.86,54346.39,54613.56,112.1085666
Wed May 12 19:00:00 2021,54589.8,54819.0,51576.05,52889.19,1091.4679353
Wed May 12 20:00:00 2021,52915.03,52915.03,48530.0,49386.56,1093.96421627
Wed May 12 21:00:00 2021,49419.44,51237.85,45700.0,49735.78,1933.80937822
Wed May 12 22:00:00 2021,49679.52,51143.21,49386.25,50549.65,517.74575215
Wed May 12 23:00:00 2021,50580.96,50897.17,50095.4,50281.47,413.18318266
Thu May 13 00:00:00 2021,50260.92,50500.0,49576.79,50500.0,205.23239481
Thu May 13 01:00:00 2021,50463.01,51021.65,50321.8,50531.17,220.14953163
Thu May 13 02:00:00 2021,50513.18,51183.44,50513.18,50935.0,242.12123351
Thu May 13 03:00:00 2021,50945.47,51390.0,50850.0,51389.95,225.65919604
Thu May 13 04:00:00 2021,51390.0,51420.72,50730.1,50896.83,238.22054626
Thu May 13 05:00:00 2021,50908.11,50993.66,49969.63,50050.75,278.1127025
Thu May 13 06:00:00 2021,50052.59,50392.3,48730.31,49180.0,695.1053909
Thu May 13 07:00:00 2021,49187.86,50283.71,48879.27,49210.78,382.07005478
Thu May 13 08:00:00 2021,49161.22,49911.89,47500.0,49783.52,523.25481354
Thu May 13 09:00:00 2021,49807.0,50400.2,49575.0,50183.21,302.38860023
Thu May 13 10:00:00 2021,50293.2,50633.39,49636.23,50562.17,204.13641676
Thu May 13 11:00:00 2021,50597.26,50915.11,50253.13,50360.0,205.56653245
Thu May 13 12:00:00 2021,50363.16,50436.48,49530.0,49665.92,127.8255664
Thu May 13 13:00:00 2021,49711.37,50450.0,48400.0,48691.45,437.12282297
Thu May 13 14:00:00 2021,48688.87,48871.39,47000.0,48460.57,665.03728953
Thu May 13 15:00:00 2021,48379.11,48951.03,47663.55,47850.56,240.45094275
Thu May 13 16:00:00 2021,47865.08,49369.99,47865.08,48549.37,353.5412296
Thu May 13 17:00:00 2021,48559.35,49474.56,48376.21,49319.65,127.45009492
Thu May 13 18:00:00 2021,49319.65,49881.9,49003.4,49601.24,154.00535737
Thu May 13 19:00:00 2021,49592.94,49891.75,48900.0,48921.59,192.743155
Thu May 13 20:00:00 2021,48888.0,49745.06,48438.02,49694.96,211.45144819
Thu May 13 21:00:00 2021,49711.64,50277.78,49533.45,50065.55,240.33651325
Thu May 13 22:00:00 2021,50098.62,50427.89,49920.45,50095.38,162.30133203
Thu May 13 23:00:00 2021,50083.76,50133.51,49493.56,49551.92,135.70008594
Fri May 14 00:00:00 2021,49501.06,49718.62,49115.3,49240.01,98.41400693
Fri May 14 01:00:00 2021,49270.38,49588.47,48875.69,49243.95,112.93463988
Fri May 14 02:00:00 2021,49262.57,49777.07,49112.31,49722.1,101.03214077
Fri May 14 03:00:00 2021,49708.42,49762.45,48928.55,49124.2,106.48706433
Fri May 14 04:00:00 2021,49134.44,50321.8,49126.97,50033.89,244.70901263
Fri May 14 05:00:00 2021,50065.97,50475.25,49956.07,50443.32,201.38076808
Fri May 14 06:00:00 2021,50434.69,50900.0,50236.13,50506.91,287.47655013
Fri May 14 07:00:00 2021,50521.06,50844.75,50303.19,50824.83,187.98005365
Fri May 14 08:00:00 2021,50820.0,51054.22,50561.64,50642.92,206.1424669
Fri May 14 09:00:00 2021,50640.92,50733.0,50321.86,50406.4,257.51798329
Fri May 14 10:00:00 2021,50408.15,51047.33,50155.38,51033.14,151.83591671
Fri May 14 11:00:00 2021,51033.14,51034.82,50557.62,50941.99,181.91672265
Fri May 14 12:00:00 2021,50942.12,51572.0,50942.12,51317.63,262.03927497
Fri May 14 13:00:00 2021,51309.46,51411.39,50751.72,50904.66,173.59546974
Fri May 14 14:00:00 2021,50906.6,51141.5,50614.72,50649.83,125.49697197
Fri May 14 15:00:00 2021,50650.0,50789.71,50400.0,50521.76,161.19729025
Fri May 14 16:00:00 2021,50513.39,50537.51,50155.0,50198.39,147.68090073
Fri May 14 17:00:00 2021,50200.95,50353.84,49125.0,49195.79,272.15963497
Fri May 14 18:00:00 2021,49191.8,49901.44,49074.04,49874.71,66.89845762
Fri May 14 19:00:00 2021,49847.34,50208.5,49691.16,49962.05,58.57948947
Fri May 14 20:00:00 2021,49965.0,50209.89,49794.49,49880.43,67.26915691
Fri May 14 21:00:00 2021,49883.89,50326.01,49321.67,49495.43,116.44992332
Fri May 14 22:00:00 2021,49491.9,50710.93,49459.44,50678.15,76.68485879
Fri May 14 23:00:00 2021,50684.06,50687.39,50065.16,50124.45,33.74777659
Sat May 15 00:00:00 2021,50075.58,50110.18,49642.22,49681.46,62.52061894
Sat May 15 01:00:00 2021,49656.14,49903.89,49200.0,49418.51,68.20486976
Sat May 15 02:00:00 2021,49376.21,49750.25,49167.38,49731.36,82.10646061
Sat May 15 03:00:00 2021,49701.74,49701.74,48704.64,49007.41,142.83849006
Sat May 15 04:00:00 2021,48984.35,49097.85,48444.0,48520.49,126.43480406
Sat May 15 05:00:00 2021,48489.91,49082.83,48250.0,48841.78,126.80427384
Sat May 15 06:00:00 2021,48900.46,49286.98,48376.4,48682.17,136.40863749
Sat May 15 07:00:00 2021,48638.42,48638.42,47805.83,48396.39,173.02161591
Sat May 15 08:00:00 2021,48426.86,49038.39,48396.3,48969.62,98.71978248
Sat May 15 09:00:00 2021,48990.44,49364.66,48691.67,49236.15,141.1554068
Sat May 15 10:00:00 2021,49203.51,49385.08,48722.2,49003.64,89.21985117
Sat May 15 11:00:00 2021,49044.72,49623.5,48885.6,49454.68,109.07216964
Sat May 15 12:00:00 2021,49447.94,49642.82,48880.12,49022.78,160.85612596
Sat May 15 13:00:00 2021,49022.91,49027.85,47600.0,47926.55,248.39824604
Sat May 15 14:00:00 2021,47950.04,48261.69,47462.48,47852.97,207.19242391
Sat May 15 15:00:00 2021,47846.14,48254.85,47552.12,47929.11,208.13061397
Sat May 15 16:00:00 2021,47937.68,48104.22,46894.8,48071.37,311.85841975
Sat May 15 17:00:00 2021,48149.13,48642.5,48080.0,48238.99,264.16319838
Sat May 15 18:00:00 2021,48233.22,48766.37,48227.45,48447.49,100.70306582
Sat May 15 19:00:00 2021,48466.61,48696.34,47735.13,47985.72,110.70370796
Sat May 15 20:00:00 2021,47971.62,48045.93,46448.53,46708.89,418.53303718
Sat May 15 21:00:00 2021,46753.4,47725.0,46486.02,47286.83,226.94285317
Sat May 15 22:00:00 2021,47312.06,48203.31,47312.06,48060.78,152.82938078
Sat May 15 23:00:00 2021,48095.27,48335.74,47976.72,48154.5,64.38270244
Sun May 16 00:00:00 2021,48206.89,48425.92,47766.0,48373.62,80.49759777
Sun May 16 01:00:00 2021,48411.09,48833.24,48069.42,48121.56,81.09235636
Sun May 16 02:00:00 2021,48138.0,48362.3,48067.34,48163.02,43.32689396
Sun May 16 03:00:00 2021,48171.48,49484.7,48150.0,49042.87,122.49595325
Sun May 16 04:00:00 2021,49053.84,49362.53,48855.0,49337.72,105.83291347
Sun May 16 05:00:00 2021,49388.67,49427.75,48678.27,48949.01,249.5742866
Sun May 16 06:00:00 2021,48947.7,49571.64,48935.3,49278.46,120.18627502
Sun May 16 07:00:00 2021,49275.24,49800.0,49235.35,49603.04,142.50786318
Sun May 16 08:00:00 2021,49614.02,49650.57,48961.24,49071.68,69.32571808
Sun May 16 09:00:00 2021,49074.19,49175.9,48590.65,48652.12,53.79137923
Sun May 16 10:00:00 2021,48659.54,49021.21,48488.88,48958.62,147.87215524
Sun May 16 11:00:00 2021,48956.02,49278.19,48089.33,48345.68,146.17642219
Sun May 16 12:00:00 2021,48253.14,48362.46,47685.0,47770.92,106.18838014
Sun May 16 13:00:00 2021,47741.99,48110.8,46989.11,47316.0,211.8022138
Sun May 16 14:00:00 2021,47248.53,47447.22,46222.02,47159.69,288.80877863
Sun May 16 15:00:00 2021,47108.64,47401.0,45378.0,45407.65,446.83018306
Sun May 16 16:00:00 2021,45435.86,46206.46,44444.0,45550.0,719.6222193
Sun May 16 17:00:00 2021,45546.72,45850.0,43769.4,44085.73,799.80472027
Sun May 16 18:00:00 2021,44149.66,45599.95,43870.77,45181.4,608.5174051
Sun May 16 19:00:00 2021,45224.37,46297.4,45224.37,45540.87,508.94308353
Sun May 16 20:00:00 2021,45564.11,46514.45,45395.21,46444.75,252.73152899
Sun May 16 21:00:00 2021,46446.42,46648.5,45519.68,45585.14,324.85129642
Sun May 16 22:00:00 2021,45609.32,45629.97,44564.75,44838.39,433.42474559
Sun May 16 23:00:00 2021,44892.79,45262.72,44245.36,44487.22,249.03108094
Mon May 17 00:00:00 2021,44454.36,44708.65,42761.74,42891.36,1104.71232349
Mon May 17 01:00:00 2021,42888.16,43735.47,42185.0,43538.88,1402.23910296
Mon May 17 02:00:00 2021,43538.88,44191.55,42384.42,44099.62,532.32172849
Mon May 17 03:00:00 2021,44180.74,45336.39,43876.97,44354.65,899.02888181
Mon May 17 04:00:00 2021,44362.47,45284.04,44151.94,45176.34,597.60416221
Mon May 17 05:00:00 2021,45186.83,45556.64,44750.0,45387.27,442.1913115
Mon May 17 06:00:00 2021,45401.25,45548.92,44996.0,45442.45,241.68673076
Mon May 17 07:00:00 2021,45461.75,45542.21,44483.57,44549.29,246.48955611
Mon May 17 08:00:00 2021,44601.28,45854.94,44402.05,45804.03,448.83458834
Mon May 17 09:00:00 2021,45819.48,45837.67,44729.83,45000.77,450.66571179
Mon May 17 10:00:00 2021,44983.24,45285.1,44519.62,45025.61,330.03679841
Mon May 17 11:00:00 2021,45086.0,45168.73,43810.0,44469.33,605.02088935
Mon May 17 12:00:00 2021,44460.73,44656.07,43210.0,43349.14,746.94352277
Mon May 17 13:00:00 2021,43349.14,43896.99,42510.71,42527.39,684.04598839
Mon May 17 14:00:00 2021,42566.8,43167.79,42100.0,42585.54,611.64632528
