Date,Open,High,Low,Close,Volume
Fri Mar 26 04:00:00 2021,52600.9,53698.99,52418.94,53650.42,543.67553248
Fri Mar 26 05:00:00 2021,53649.0,53876.38,53200.0,53400.0,295.53462136
Fri Mar 26 06:00:00 2021,53401.84,53653.77,53250.7,53341.69,180.32198941
Fri Mar 26 07:00:00 2021,53355.0,53616.41,53200.0,53416.61,101.05220356
Fri Mar 26 08:00:00 2021,53423.29,53473.09,52573.75,52687.56,231.47967387
Fri Mar 26 09:00:00 2021,52724.91,53230.19,52489.1,53025.24,167.0106513
Fri Mar 26 10:00:00 2021,53042.26,53369.17,52767.88,53357.43,212.6553595
Fri Mar 26 11:00:00 2021,53355.25,53524.42,53157.03,53462.61,185.81856021
Fri Mar 26 12:00:00 2021,53463.3,53590.79,53247.79,53351.3,308.14480011
Fri Mar 26 13:00:00 2021,53286.84,54056.51,52929.96,53820.89,274.1383607
Fri Mar 26 14:00:00 2021,53816.49,53942.82,53564.79,53881.89,346.74109583
Fri Mar 26 15:00:00 2021,53916.79,53970.0,53533.58,53711.76,308.43974465
Fri Mar 26 16:00:00 2021,53731.13,53905.9,53583.81,53865.81,162.132481
Fri Mar 26 17:00:00 2021,53850.24,54300.0,53833.99,54000.0,220.94879593
Fri Mar 26 18:00:00 2021,54000.0,54658.1,54000.0,54628.24,221.34016466
Fri Mar 26 19:00:00 2021,54630.0,54828.89,54358.71,54441.88,93.41994841
Fri Mar 26 20:00:00 2021,54432.19,55114.86,54353.69,55081.37,117.94129946
Fri Mar 26 21:00:00 2021,55081.26,55597.04,54771.77,54793.74,268.99915461
Fri Mar 26 22:00:00 2021,54807.48,55018.7,54605.58,54705.62,59.98041239
Fri Mar 26 23:00:00 2021,54686.72,54926.42,54550.68,54821.93,73.13607594
Sat Mar 27 00:00:00 2021,54792.37,54857.78,54608.68,54786.92,50.08751009
Sat Mar 27 01:00:00 2021,54821.66,55253.48,54681.69,55003.01,69.21160165
Sat Mar 27 02:00:00 2021,55003.15,55397.0,54734.19,55220.82,125.86855704
Sat Mar 27 03:00:00 2021,55241.84,55320.86,54990.0,55048.65,63.3423498
Sat Mar 27 04:00:00 2021,55015.12,55129.29,54756.39,54982.82,60.42916826
Sat Mar 27 05:00:00 2021,54987.37,55160.25,54675.11,54929.64,65.04135481
Sat Mar 27 06:00:00 2021,54926.53,55044.8,54800.0,55044.8,43.8222342
Sat Mar 27 07:00:00 2021,55013.45,55144.41,54671.35,54681.14,112.6371484
Sat Mar 27 08:00:00 2021,54640.0,54834.98,54320.17,54458.52,187.19918188
Sat Mar 27 09:00:00 2021,54433.89,54584.79,53948.35,54300.0,101.82589821
Sat Mar 27 10:00:00 2021,54298.37,54872.45,54083.48,54764.07,100.48328873
Sat Mar 27 11:00:00 2021,54751.49,54751.9,54427.91,54649.76,64.11952802
Sat Mar 27 12:00:00 2021,54634.89,55060.0,54561.55,54982.48,59.21597211
Sat Mar 27 13:00:00 2021,54972.99,56209.97,54970.25,56179.17,238.55808441
Sat Mar 27 14:00:00 2021,56193.85,56279.0,55846.68,56092.96,136.05932483
Sat Mar 27 15:00:00 2021,56069.69,56091.19,55575.34,55773.66,184.49073435
Sat Mar 27 16:00:00 2021,55767.23,55942.58,55673.86,55842.61,46.61315642
Sat Mar 27 17:00:00 2021,55890.66,55944.28,55719.93,55900.85,81.19189559
Sat Mar 27 18:00:00 2021,55909.11,56686.15,55707.83,56455.73,132.43445344
Sat Mar 27 19:00:00 2021,56458.38,56550.65,56044.11,56382.69,104.12471837
Sat Mar 27 20:00:00 2021,56398.45,56462.51,55743.02,55839.42,181.09577606
Sat Mar 27 21:00:00 2021,55817.85,56126.96,55601.0,56053.8,118.35189658
Sat Mar 27 22:00:00 2021,56053.8,56204.05,55819.57,56114.28,106.25324703
Sat Mar 27 23:00:00 2021,56108.12,56141.14,55763.0,55831.47,62.81882702
Sun Mar 28 00:00:00 2021,55804.67,56164.64,55778.01,56052.27,77.21364538
Sun Mar 28 01:00:00 2021,56095.81,56500.0,56095.81,56280.47,52.34239143
Sun Mar 28 02:00:00 2021,56302.75,56417.85,56107.77,56291.5,35.40267584
Sun Mar 28 03:00:00 2021,56298.99,56328.56,55861.15,55930.0,36.75183541
Sun Mar 28 04:00:00 2021,55927.05,56277.89,55872.28,56212.33,43.48071543
Sun Mar 28 05:00:00 2021,56220.17,56317.71,55988.96,56317.71,45.40535
Sun Mar 28 06:00:00 2021,56300.0,56573.04,56028.0,56092.58,130.23484554
Sun Mar 28 07:00:00 2021,56092.58,56197.14,55707.98,56093.84,93.9146644
Sun Mar 28 08:00:00 2021,56087.29,56109.28,55786.92,55792.25,31.19564643
Sun Mar 28 09:00:00 2021,55798.44,56011.27,55282.83,55503.49,87.12825574
Sun Mar 28 10:00:00 2021,55465.88,55887.46,55441.69,55783.5,66.97473754
Sun Mar 28 11:00:00 2021,55738.55,55840.78,55502.89,55821.53,50.14601989
Sun Mar 28 12:00:00 2021,55817.99,56380.48,55671.67,56365.37,61.99069013
Sun Mar 28 13:00:00 2021,56370.36,56470.0,56040.0,56300.0,108.96964716
Sun Mar 28 14:00:00 2021,56253.16,56317.07,55815.87,55986.31,41.45964145
Sun Mar 28 15:00:00 2021,55978.25,56002.16,55153.15,55213.29,111.37505481
Sun Mar 28 16:00:00 2021,55202.37,55428.82,54677.51,55228.45,239.94287733
Sun Mar 28 17:00:00 2021,55217.76,55217.76,54752.7,54839.5,207.25431622
Sun Mar 28 18:00:00 2021,54853.13,55368.83,54808.0,55148.83,81.65295763
Sun Mar 28 19:00:00 2021,55134.8,55645.3,54999.44,55608.05,123.94186673
Sun Mar 28 20:00:00 2021,55596.22,55884.23,55504.24,55790.92,59.24738628
Sun Mar 28 21:00:00 2021,55790.28,55902.35,55290.5,55377.95,48.46692051
Sun Mar 28 22:00:00 2021,55400.01,55497.11,54964.07,55225.22,104.9690315
Sun Mar 28 23:00:00 2021,55226.62,55505.35,55126.31,55353.61,71.75906151
Mon Mar 29 00:00:00 2021,55405.55,55530.0,55264.47,55349.28,48.5656423
Mon Mar 29 01:00:00 2021,55361.25,55501.76,55114.31,55321.53,54.51320419
Mon Mar 29 02:00:00 2021,55335.04,55424.2,54892.42,55027.21,108.11546759
Mon Mar 29 03:00:00 2021,55027.21,55481.95,55016.27,55377.91,169.86091957
Mon Mar 29 04:00:00 2021,55378.96,56142.66,55351.4,55911.13,370.9255176
Mon Mar 29 05:00:00 2021,55911.13,57200.0,55911.13,57084.71,383.36198567
Mon Mar 29 06:00:00 2021,57133.2,58200.0,56970.5,57941.95,481.60266395
Mon Mar 29 07:00:00 2021,57960.8,58300.0,57791.55,58031.7,294.64165415
Mon Mar 29 08:00:00 2021,58031.7,58111.93,57612.71,57871.55,247.47332822
Mon Mar 29 09:00:00 2021,57903.18,58402.68,57784.34,58025.1,299.84862712
Mon Mar 29 10:00:00 2021,58034.67,58221.2,57814.6,57954.85,296.18005702
Mon Mar 29 11:00:00 2021,57954.81,58226.62,57824.79,58166.66,188.30967142
Mon Mar 29 12:00:00 2021,58146.06,58200.0,57256.37,57732.39,337.95546234
Mon Mar 29 13:00:00 2021,57732.39,57862.19,57181.5,57620.95,320.61090158
Mon Mar 29 14:00:00 2021,57600.01,58300.0,57555.85,57902.01,265.95253613
Mon Mar 29 15:00:00 2021,57912.13,58000.0,57532.11,57795.75,292.67890913
Mon Mar 29 16:00:00 2021,57800.44,57850.13,57387.39,57665.67,188.49083178
Mon Mar 29 17:00:00 2021,57665.67,57728.76,57091.37,57248.2,290.87426797
Mon Mar 29 18:00:00 2021,57227.51,57622.98,57171.89,57555.94,167.60537485
Mon Mar 29 19:00:00 2021,57545.45,57904.4,57447.13,57728.96,153.99701015
Mon Mar 29 20:00:00 2021,57728.96,57788.7,57300.0,57600.1,173.66661694
Mon Mar 29 21:00:00 2021,57623.66,57746.92,57377.11,57498.59,108.45337547
Mon Mar 29 22:00:00 2021,57498.59,57589.47,57215.33,57363.53,237.75546134
Mon Mar 29 23:00:00 2021,57384.44,57388.31,57153.16,57283.39,50.71777172
Tue Mar 30 00:00:00 2021,57288.88,57330.39,57040.41,57118.51,83.64939157
Tue Mar 30 01:00:00 2021,57069.04,57775.23,57011.0,57527.3,46.05632964
Tue Mar 30 02:00:00 2021,57533.5,57666.22,57354.71,57637.74,35.13860296
Tue Mar 30 03:00:00 2021,57633.57,58272.61,57466.36,58069.81,336.71583952
Tue Mar 30 04:00:00 2021,58050.94,58299.0,57950.7,58118.21,106.1660514
Tue Mar 30 05:00:00 2021,58125.0,58200.0,57758.83,57955.8,121.45190182
Tue Mar 30 06:00:00 2021,57935.6,58850.0,57864.55,58832.33,256.68138201
Tue Mar 30 07:00:00 2021,58850.0,59313.72,58600.0,58860.79,325.74824202
Tue Mar 30 08:00:00 2021,58851.08,59303.13,58851.08,59284.39,222.63265055
Tue Mar 30 09:00:00 2021,59266.24,59388.66,59032.45,59144.25,181.02699794
Tue Mar 30 10:00:00 2021,59132.89,59267.35,58818.68,58921.57,159.63958583
Tue Mar 30 11:00:00 2021,58911.69,59039.61,58615.12,58884.6,129.98899814
Tue Mar 30 12:00:00 2021,58881.14,58941.59,58430.09,58514.65,195.00399268
Tue Mar 30 13:00:00 2021,58514.65,58841.28,58445.17,58720.44,110.25912008
Tue Mar 30 14:00:00 2021,58735.6,58885.0,58673.96,58733.17,62.24238923
Tue Mar 30 15:00:00 2021,58725.36,59144.94,58715.22,58876.29,195.86598134
Tue Mar 30 16:00:00 2021,58859.19,59118.91,58733.0,59118.91,104.61478993
Tue Mar 30 17:00:00 2021,59118.91,59135.0,58402.82,58669.04,118.57628775
Tue Mar 30 18:00:00 2021,58644.04,58872.27,58570.57,58759.04,57.60504766
Tue Mar 30 19:00:00 2021,58758.44,58941.34,58642.58,58711.15,68.01916811
Tue Mar 30 20:00:00 2021,58699.43,58770.38,58567.11,58760.59,78.32926045
Tue Mar 30 21:00:00 2021,58767.75,59064.07,58674.25,59064.07,83.00894856
Tue Mar 30 22:00:00 2021,59035.19,59093.51,58866.55,58935.9,58.22357944
Tue Mar 30 23:00:00 2021,58915.87,58955.75,58675.58,58706.97,41.65864107
Wed Mar 31 00:00:00 2021,58673.2,58747.3,58419.78,58607.39,92.84108642
Wed Mar 31 01:00:00 2021,58623.47,58800.0,58495.67,58757.58,46.06373501
Wed Mar 31 02:00:00 2021,58731.0,58745.87,58543.62,58745.87,148.8174224
Wed Mar 31 03:00:00 2021,58746.41,59812.0,58644.14,59727.26,288.45250313
Wed Mar 31 04:00:00 2021,59727.31,59816.17,57001.0,58192.86,347.95737534
Wed Mar 31 05:00:00 2021,58158.51,58206.28,56713.45,57999.12,580.45970106
Wed Mar 31 06:00:00 2021,58004.62,58261.81,57702.3,57974.2,276.39911074
Wed Mar 31 07:00:00 2021,57974.19,58092.17,57300.0,57736.86,141.93146714
Wed Mar 31 08:00:00 2021,57731.39,58164.24,57650.97,58036.0,86.85099229
Wed Mar 31 09:00:00 2021,58025.91,58327.9,57652.94,58164.07,138.45051183
Wed Mar 31 10:00:00 2021,58166.85,58800.0,58046.46,58583.93,202.16292239
Wed Mar 31 11:00:00 2021,58604.42,58792.54,58350.01,58579.98,127.14517965
Wed Mar 31 12:00:00 2021,58609.67,59491.0,58597.75,59286.35,433.63607341
Wed Mar 31 13:00:00 2021,59281.2,59667.15,58771.92,59027.03,204.72442197
Wed Mar 31 14:00:00 2021,59028.59,59270.17,58898.41,59257.55,197.39221586
Wed Mar 31 15:00:00 2021,59255.52,59599.28,59139.8,59294.31,268.17115266
Wed Mar 31 16:00:00 2021,59298.34,59577.11,58500.0,58582.36,251.40222285
Wed Mar 31 17:00:00 2021,58601.17,59122.49,58345.05,58938.19,248.30950489
Wed Mar 31 18:00:00 2021,58936.1,59280.0,58733.7,58950.29,135.75799973
Wed Mar 31 19:00:00 2021,58994.79,59014.7,58595.98,58642.21,83.28395571
Wed Mar 31 20:00:00 2021,58631.78,58943.81,58557.1,58782.58,112.15179717
Wed Mar 31 21:00:00 2021,58789.96,59256.77,58749.23,59228.05,74.35062677
Wed Mar 31 22:00:00 2021,59244.42,59339.49,58936.28,59165.78,71.78239138
Wed Mar 31 23:00:00 2021,59165.77,59319.62,59042.91,59093.11,43.59761756
Thu Apr  1 00:00:00 2021,59055.3,59175.58,58940.93,59114.01,72.17612477
Thu Apr  1 01:00:00 2021,59128.78,59263.13,58635.34,58921.77,152.92438126
Thu Apr  1 02:00:00 2021,58916.92,59015.94,58703.88,58803.7,69.43966236
Thu Apr  1 03:00:00 2021,58797.29,59060.21,58682.61,58738.05,70.6505595
Thu Apr  1 04:00:00 2021,58739.78,58963.99,58517.27,58852.27,147.81789572
Thu Apr  1 05:00:00 2021,58857.52,59490.0,58548.73,58850.21,215.26274641
Thu Apr  1 06:00:00 2021,58844.21,59269.45,58717.66,58889.81,124.01866675
Thu Apr  1 07:00:00 2021,58828.32,59000.0,58491.8,58631.77,95.93065176
Thu Apr  1 08:00:00 2021,58645.85,58696.02,58108.0,58578.85,158.82403295
Thu Apr  1 09:00:00 2021,58570.14,58749.0,58417.79,58741.9,116.93152728
Thu Apr  1 10:00:00 2021,58732.45,59122.75,58732.45,58927.16,118.03365269
Thu Apr  1 11:00:00 2021,58927.16,59075.54,58776.05,59013.85,111.77964114
Thu Apr  1 12:00:00 2021,59012.71,59270.0,58935.91,58973.16,129.9076128
Thu Apr  1 13:00:00 2021,58979.96,59136.28,58620.43,58768.88,151.53664357
Thu Apr  1 14:00:00 2021,58785.05,58818.15,58309.21,58516.78,206.94658165
Thu Apr  1 15:00:00 2021,58486.1,58791.73,57935.42,58694.88,234.09278702
Thu Apr  1 16:00:00 2021,58701.33,58944.0,58552.63,58899.97,93.24018097
Thu Apr  1 17:00:00 2021,58927.59,59018.75,58720.19,58847.62,110.06922758
Thu Apr  1 18:00:00 2021,58847.62,58926.25,58533.99,58723.99,116.72536674
Thu Apr  1 19:00:00 2021,58765.51,59031.47,58612.47,58997.83,74.58835605
Thu Apr  1 20:00:00 2021,58999.08,59061.51,58706.18,58728.53,25.95397561
Thu Apr  1 21:00:00 2021,58744.0,58873.87,58450.0,58650.6,105.28277547
Thu Apr  1 22:00:00 2021,58650.6,59028.58,58639.61,58850.1,49.12170643
Thu Apr  1 23:00:00 2021,58891.28,60103.04,58890.34,59631.42,373.25291295
Fri Apr  2 00:00:00 2021,59657.68,59980.35,59527.2,59804.0,60.01768218
Fri Apr  2 01:00:00 2021,59829.67,59941.01,59410.48,59553.04,128.93998577
Fri Apr  2 02:00:00 2021,59577.27,59671.87,59332.33,59493.07,68.58992984
Fri Apr  2 03:00:00 2021,59523.86,59631.79,59260.19,59530.54,50.32371563
Fri Apr  2 04:00:00 2021,59521.68,59713.15,59430.66,59454.71,185.48557835
Fri Apr  2 05:00:00 2021,59413.84,59637.27,59413.01,59496.1,71.43021803
Fri Apr  2 06:00:00 2021,59463.81,59726.73,59220.04,59669.12,220.89366514
Fri Apr  2 07:00:00 2021,59637.32,59698.1,59456.34,59651.16,148.31744116
Fri Apr  2 08:00:00 2021,59634.32,59691.58,59435.44,59570.82,184.87161509
Fri Apr  2 09:00:00 2021,59583.3,59627.94,59211.0,59514.84,74.93055878
Fri Apr  2 10:00:00 2021,59483.77,59526.35,58999.79,59205.98,83.4299647
Fri Apr  2 11:00:00 2021,59213.47,59380.0,59070.0,59339.35,91.75991042
Fri Apr  2 12:00:00 2021,59377.14,59645.83,59344.7,59492.9,83.364778
Fri Apr  2 13:00:00 2021,59475.28,59612.32,59165.0,59253.93,51.30274695
Fri Apr  2 14:00:00 2021,59263.09,59273.75,59074.05,59206.09,58.14645802
Fri Apr  2 15:00:00 2021,59201.39,59293.66,59016.65,59110.9,94.20590343
Fri Apr  2 16:00:00 2021,59110.9,59110.9,58503.74,58864.8,126.32260224
Fri Apr  2 17:00:00 2021,58864.8,58978.98,58571.67,58684.17,55.61015874
Fri Apr  2 18:00:00 2021,58676.97,58902.28,58451.65,58778.71,75.04106135
Fri Apr  2 19:00:00 2021,58778.71,58942.69,58669.69,58850.55,80.91379688
Fri Apr  2 20:00:00 2021,58844.02,59221.69,58791.46,59003.6,43.04485515
Fri Apr  2 21:00:00 2021,58967.61,59455.0,58953.35,59438.04,30.04418307
Fri Apr  2 22:00:00 2021,59370.45,59392.38,59016.9,59245.05,23.2862297
Fri Apr  2 23:00:00 2021,59238.51,59414.12,59116.23,59414.08,57.26945027
Sat Apr  3 00:00:00 2021,59416.75,59425.86,59170.61,59219.84,39.85862815
Sat Apr  3 01:00:00 2021,59245.25,59454.19,59200.79,59405.29,15.72508199
Sat Apr  3 02:00:00 2021,59434.93,59550.0,59320.61,59469.87,31.52370009
Sat Apr  3 03:00:00 2021,59520.12,59526.4,59205.07,59433.86,63.18890778
Sat Apr  3 04:00:00 2021,59412.07,59458.37,59260.61,59316.99,59.02284539
Sat Apr  3 05:00:00 2021,59309.0,59801.39,58710.51,59065.75,101.5108047
Sat Apr  3 06:00:00 2021,59077.29,59423.97,58793.66,59394.64,56.73601229
Sat Apr  3 07:00:00 2021,59434.9,59700.0,59333.6,59333.6,76.0675591
Sat Apr  3 08:00:00 2021,59333.6,59438.2,59200.0,59304.9,43.6486922
Sat Apr  3 09:00:00 2021,59289.48,59406.39,59128.56,59264.72,33.65922874
Sat Apr  3 10:00:00 2021,59270.36,59476.18,59167.38,59418.09,19.30598588
Sat Apr  3 11:00:00 2021,59438.39,59442.54,59117.0,59133.78,27.04194117
Sat Apr  3 12:00:00 2021,59117.0,59235.3,58800.98,58836.63,36.05571744
Sat Apr  3 13:00:00 2021,58843.0,59131.32,58600.0,58763.46,76.00937869
Sat Apr  3 14:00:00 2021,58806.8,58806.8,58186.02,58229.07,131.18487771
Sat Apr  3 15:00:00 2021,58243.08,58499.26,57777.77,58471.86,174.99521528
Sat Apr  3 16:00:00 2021,58479.02,58756.08,58162.44,58636.49,82.04162922
Sat Apr  3 17:00:00 2021,58588.26,58588.27,57868.66,58071.27,83.95356994
Sat Apr  3 18:00:00 2021,58035.61,58285.13,57502.5,57651.7,102.91180401
Sat Apr  3 19:00:00 2021,57651.7,57769.43,57085.0,57572.52,157.93478913
Sat Apr  3 20:00:00 2021,57554.93,57822.79,56922.0,57064.42,140.29212102
Sat Apr  3 21:00:00 2021,57064.13,57241.26,56519.46,56733.36,132.37285453
Sat Apr  3 22:00:00 2021,56707.02,57152.09,56466.25,56981.29,124.13728499
Sat Apr  3 23:00:00 2021,56973.44,57459.91,56973.44,57410.02,87.82602327
Sun Apr  4 00:00:00 2021,57371.42,57619.35,57236.88,57538.92,56.78136459
Sun Apr  4 01:00:00 2021,57546.14,57709.0,57414.47,57579.14,88.07085753
Sun Apr  4 02:00:00 2021,57605.27,57674.14,57330.61,57514.98,31.8847401
Sun Apr  4 03:00:00 2021,57484.7,57663.4,57203.49,57483.45,100.70019245
Sun Apr  4 04:00:00 2021,57478.41,57638.46,57276.52,57638.46,79.04111976
Sun Apr  4 05:00:00 2021,57639.0,57726.94,57450.0,57470.92,48.58360788
Sun Apr  4 06:00:00 2021,57463.03,57723.68,57462.2,57714.98,47.55783285
Sun Apr  4 07:00:00 2021,57714.62,57793.69,57555.0,57729.22,43.6153519
Sun Apr  4 08:00:00 2021,57737.35,57774.4,57171.36,57291.49,52.45692027
Sun Apr  4 09:00:00 2021,57314.72,57967.01,57039.85,57780.24,83.32696726
Sun Apr  4 10:00:00 2021,57782.35,58200.0,57782.35,58167.03,46.59257108
Sun Apr  4 11:00:00 2021,58200.0,58315.65,58058.92,58130.02,53.88324311
Sun Apr  4 12:00:00 2021,58164.0,58501.0,57785.68,57965.3,75.60837801
Sun Apr  4 13:00:00 2021,57949.43,58092.38,57670.75,58043.72,43.38289555
Sun Apr  4 14:00:00 2021,58048.43,58288.38,58048.43,58182.13,19.1633817
Sun Apr  4 15:00:00 2021,58207.39,58273.0,57975.0,58133.53,23.85856536
Sun Apr  4 16:00:00 2021,58122.47,58181.98,57745.0,57969.03,28.17421106
Sun Apr  4 17:00:00 2021,57972.69,58061.58,57810.51,58037.15,33.52501475
Sun Apr  4 18:00:00 2021,58044.34,58207.32,57972.32,58110.31,37.90816344
Sun Apr  4 19:00:00 2021,58087.52,58208.46,57884.11,58128.71,52.62325932
Sun Apr  4 20:00:00 2021,58156.0,58316.42,58120.97,58212.18,49.5570191
Sun Apr  4 21:00:00 2021,58213.69,58401.0,57900.01,57924.51,119.43787883
Sun Apr  4 22:00:00 2021,57931.86,57931.86,57679.41,57781.26,39.01010936
Sun Apr  4 23:00:00 2021,57793.88,57793.88,57450.0,57600.48,64.50312061
Mon Apr  5 00:00:00 2021,57585.21,57735.61,57304.88,57499.43,90.88744673
Mon Apr  5 01:00:00 2021,57444.1,57648.7,57273.32,57279.56,62.54176373
Mon Apr  5 02:00:00 2021,57276.19,57383.0,56881.32,56957.77,105.31761633
Mon Apr  5 03:00:00 2021,56900.0,57355.73,56829.03,57157.14,94.43720612
Mon Apr  5 04:00:00 2021,57138.78,57384.75,56990.08,57284.19,66.73316229
Mon Apr  5 05:00:00 2021,57252.74,57364.74,56800.0,57155.27,69.40133864
Mon Apr  5 06:00:00 2021,57122.0,57545.42,56994.72,57545.42,81.74016419
Mon Apr  5 07:00:00 2021,57528.55,57716.53,57334.08,57683.81,36.5267526
Mon Apr  5 08:00:00 2021,57691.92,57759.96,57555.33,57744.19,70.7785312
Mon Apr  5 09:00:00 2021,57750.0,58120.73,57750.0,57970.8,79.44933156
Mon Apr  5 10:00:00 2021,57981.77,58140.57,57792.87,58140.55,77.62215869
Mon Apr  5 11:00:00 2021,58139.74,59188.7,58139.74,59188.7,271.68711653
Mon Apr  5 12:00:00 2021,59191.06,59280.0,58863.52,59031.53,164.19071164
Mon Apr  5 13:00:00 2021,59040.0,59235.17,58843.88,58975.6,206.78253245
Mon Apr  5 14:00:00 2021,58975.6,59080.0,58599.45,58946.5,143.70400515
Mon Apr  5 15:00:00 2021,58969.57,59052.76,58756.11,58902.18,143.44997524
Mon Apr  5 16:00:00 2021,58903.55,59100.0,58811.34,59028.06,106.12122404
Mon Apr  5 17:00:00 2021,59065.52,59106.06,58762.6,58776.52,73.06461155
Mon Apr  5 18:00:00 2021,58792.15,58890.0,58470.58,58664.85,84.55209671
Mon Apr  5 19:00:00 2021,58690.89,58954.29,58668.34,58877.47,85.02823732
Mon Apr  5 20:00:00 2021,58874.44,59125.0,58531.39,59125.0,65.47004362
Mon Apr  5 21:00:00 2021,59135.36,59470.8,59044.13,59328.4,108.48765128
Mon Apr  5 22:00:00 2021,59332.25,59473.9,58713.26,58807.18,101.4548968
Mon Apr  5 23:00:00 2021,58793.29,58855.6,58635.92,58760.74,37.59381521
Tue Apr  6 00:00:00 2021,58760.74,58958.8,58610.0,58642.33,26.25115822
Tue Apr  6 01:00:00 2021,58609.89,58886.05,58605.0,58780.49,18.09329377
Tue Apr  6 02:00:00 2021,58789.99,59036.34,58774.68,58851.76,43.35509396
Tue Apr  6 03:00:00 2021,58874.03,58988.86,58607.0,58853.56,40.24108255
Tue Apr  6 04:00:00 2021,58805.87,58894.69,58349.99,58562.17,97.07222772
Tue Apr  6 05:00:00 2021,58582.46,58924.02,58150.0,58480.45,182.83999912
Tue Apr  6 06:00:00 2021,58458.02,58765.95,58400.0,58665.04,105.30319827
Tue Apr  6 07:00:00 2021,58660.86,58755.04,58363.12,58386.88,114.34771366
Tue Apr  6 08:00:00 2021,58360.09,58561.33,58331.43,58545.25,120.80477816
Tue Apr  6 09:00:00 2021,58511.98,59029.26,58447.6,58469.23,143.51096487
Tue Apr  6 10:00:00 2021,58469.23,58683.6,58322.32,58408.73,152.50473566
Tue Apr  6 11:00:00 2021,58362.37,58389.86,57216.0,57925.01,533.67277217
Tue Apr  6 12:00:00 2021,57902.34,58045.1,57625.17,57827.11,133.80393848
Tue Apr  6 13:00:00 2021,57844.11,58210.76,57741.8,58091.92,111.65254792
Tue Apr  6 14:00:00 2021,58067.35,58277.69,58005.81,58261.89,83.31553813
Tue Apr  6 15:00:00 2021,58261.89,58281.2,58011.99,58278.17,95.82078354
Tue Apr  6 16:00:00 2021,58237.0,58305.63,58001.65,58258.14,125.15896764
Tue Apr  6 17:00:00 2021,58258.14,58329.89,58116.13,58252.9,126.72485095
Tue Apr  6 18:00:00 2021,58251.38,58251.38,57626.89,57902.85,82.31431402
Tue Apr  6 19:00:00 2021,57835.0,58073.62,57672.23,57907.9,62.61777168
Tue Apr  6 20:00:00 2021,57920.15,58193.13,57865.8,58018.3,64.45575355
Tue Apr  6 21:00:00 2021,58024.9,58236.6,57500.0,57678.61,154.25498774
Tue Apr  6 22:00:00 2021,57671.53,57709.51,57210.51,57518.22,238.98165561
Tue Apr  6 23:00:00 2021,57527.96,57923.51,57488.44,57804.3,93.09252709
Wed Apr  7 00:00:00 2021,57804.3,58133.83,57670.37,57909.43,81.5125303
Wed Apr  7 01:00:00 2021,57913.24,57966.22,57255.98,57651.42,120.33299656
Wed Apr  7 02:00:00 2021,57646.63,58330.0,57551.4,58302.56,112.67282197
Wed Apr  7 03:00:00 2021,58289.22,58668.0,57879.02,58009.38,124.21886421
Wed Apr  7 04:00:00 2021,58062.0,58095.53,57450.0,57861.67,133.48234773
Wed Apr  7 05:00:00 2021,57851.53,57931.02,57447.0,57741.15,83.91578012
Wed Apr  7 06:00:00 2021,57764.4,57826.79,57000.0,57465.47,303.46819064
Wed Apr  7 07:00:00 2021,57487.86,57606.88,56612.26,56856.31,303.57335462
Wed Apr  7 08:00:00 2021,56841.68,57200.55,55761.8,56317.92,739.30260183
Wed Apr  7 09:00:00 2021,56289.21,56569.83,55600.0,56466.05,429.75834397
Wed Apr  7 10:00:00 2021,56453.92,56836.73,56353.8,56777.29,252.62853689
Wed Apr  7 11:00:00 2021,56777.29,56967.47,56603.7,56686.06,221.12650003
Wed Apr  7 12:00:00 2021,56712.49,56896.27,56275.48,56434.13,187.47248817
Wed Apr  7 13:00:00 2021,56456.4,56800.04,56204.27,56515.91,271.42067908
Wed Apr  7 14:00:00 2021,56515.9,56564.39,55920.0,56012.53,231.65638697
Wed Apr  7 15:00:00 2021,56025.0,56428.6,55786.28,55839.19,380.54457252
Wed Apr  7 16:00:00 2021,55832.62,56127.66,55441.93,56127.66,289.99572974
Wed Apr  7 17:00:00 2021,56075.95,56242.37,55690.0,56204.82,175.99008582
Wed Apr  7 18:00:00 2021,56243.09,56401.4,56053.2,56199.64,281.85723612
Wed Apr  7 19:00:00 2021,56160.72,56549.0,56111.13,56449.54,117.77887076
Wed Apr  7 20:00:00 2021,56449.54,56555.61,55871.86,55932.83,125.53852757
Wed Apr  7 21:00:00 2021,55912.38,56489.93,55680.4,56396.78,157.7973645
Wed Apr  7 22:00:00 2021,56397.11,56683.59,56226.47,56498.81,192.61390171
Wed Apr  7 23:00:00 2021,56487.64,56528.14,56176.77,56486.62,109.06066322
Thu Apr  8 00:00:00 2021,56497.0,56644.99,56250.0,56548.97,97.40090949
Thu Apr  8 01:00:00 2021,56538.58,57067.42,56520.0,56894.91,193.03687187
Thu Apr  8 02:00:00 2021,56911.86,57047.68,56790.0,56849.36,203.87581845
Thu Apr  8 03:00:00 2021,56845.86,57257.7,56845.78,57112.84,109.44127496
Thu Apr  8 04:00:00 2021,57112.31,57313.18,56990.11,57010.0,188.50684363
Thu Apr  8 05:00:00 2021,57031.1,57260.0,56770.0,56909.69,148.49144378
Thu Apr  8 06:00:00 2021,56872.66,57023.13,56590.0,56641.38,85.81041891
Thu Apr  8 07:00:00 2021,56647.86,56850.76,56414.67,56735.24,101.55184226
Thu Apr  8 08:00:00 2021,56740.73,56781.5,56349.17,56450.0,102.51654096
